Network,Address,Name,Solidity Version,Txcount,Create Date
mainnet,0x16787f838d6562d7a0337ff65130b6a9a1255c77,DssSpell,0.6.12,3,11/13/2022
mainnet,0x74316a600b3c02499a9921ec50802c1940c2b083,Factory,0.7.6,3,8/14/2021
mainnet,0x4dbcf4322833b36e2e49a2d4ddcc7310074fdfec,ProxyRegistry,0.8.17,5,12/21/2022
mainnet,0xcd399994982b3a3836b8fe81f7127cc5148e9bae,Indelible,0.8.14,56,1/29/2023
mainnet,0xfc9c0a4783a8d5130f604d4c72433a459a0f38ea,Factory,0.7.6,3,8/14/2021
mainnet,0x7a86a2c5bb5094584a40ac10796ce0e6b9cbbbd0,MeatKitesMaker,0.8.17,1901,1/30/2023
mainnet,0x345a813749e4a795eea692353e21c1827d2686c4,VotingPlayground,0.8.13,2,1/30/2023
mainnet,0x6c1c678428cc3793a53471c9304fc0372594dbbc,Indelible,0.8.14,258,12/21/2022
mainnet,0xe86e695c6a20e07493e3c864f04268ad5e22da3b,UniswapFrontrunBot,0.6.7,4,8/25/2022
mainnet,0x000000008924d42d98026c656545c3c1fb3ad31c,ERC721SeaDropCloneFactory,0.8.17,9850,3/16/2023
mainnet,0xea698596b6009a622c3ed00dd5a8b5d1cae4fc36,GenArt721CoreV3_Engine,0.8.17,1046,12/22/2022
mainnet,0x82b24156f0223879aaac2dd0996a25fe1ff74e1a,DssSpell,0.6.12,4,11/12/2021
mainnet,0x050e6d8adb6db57ed9537df434b5675171d5c9c4,DynamicBlueprintsFactory,0.8.7,12,3/16/2023
mainnet,0xb0fe6581875550421ed1fe4a9ea717fa4fb97308,LuckCashCrowdsale,v0.4.21,1581,4/03/2018
mainnet,0x675099a42b236ad27045e3eb7bcef4a9106bfd53,DssSpell,0.6.12,3,8/21/2021
mainnet,0x5dce0bb0778694ef3ba79bb702b88cac1879cc7d,BonsaiMaker,0.8.17,387,12/22/2022
mainnet,0x4f1c53f096533c04d8157efb6bca3eb22ddc6360,FundDeployer,0.6.12,791,2/03/2022
mainnet,0x0aacb782205dde9eff4862ace9849dce1ca3409f,ExternalPositionFactory,0.6.12,1,2/03/2022
mainnet,0xd9cb76bcae7219fb3cb1936401804d7c9f921bcd,ProxyFactory,0.8.17,4,3/17/2023
mainnet,0xe842d31d775c297eee7e081c0e39ae14d57714f7,ZaydaNFT,0.8.17,2,12/22/2022
mainnet,0x803434b221eda8dea447b83465869a7df8fa1b6a,PoolTokenV1Factory,0.6.11,1,9/29/2021
mainnet,0x2fa1a3e783a97218dab9a1ab4c4eebb727c928b5,ProxyFactory,0.6.11,1,9/29/2021
mainnet,0xc05d000da39e21d7acbe504f9862a71c06bdcb99,LpAccountFactory,0.6.11,0,11/13/2021
mainnet,0xb630f3d76598ac75cd36cf0940f82f1f354b2610,OracleAdapterFactory,0.6.11,0,11/13/2021
mainnet,0xe118b2a82e2cdec744d4818cb7f1a17567f0f174,Erc20AllocationFactory,0.6.11,0,11/13/2021
mainnet,0x9a1b4b6f4a1a7c55d1a656a4ed076cd495e916d2,TvlManagerFactory,0.6.11,0,11/13/2021
mainnet,0xbb460e8269908bfd399141723b67838fe91d9324,PoolTokenV2Factory,0.6.11,0,11/13/2021
mainnet,0x9f6c6e963bc2aac5b63766c6e5d12b17a6f03bea,MetaPoolTokenFactory,0.6.11,0,11/13/2021
mainnet,0x811f78b7d6bcf1c0e94493c2ec727b50ee32b974,SynthereumDerivativeFactory,0.6.12,1,6/01/2021
mainnet,0x6e97b8f8c976d84ea1cef3b4cce120ac7126cf2b,AddressRegistryV2Factory,0.6.11,0,11/13/2021
mainnet,0x60ece4a5be3fd7594e9f24c2948cce5ce3c6dde7,TwoKeySingletonesRegistry,0.4.24,191,12/26/2019
mainnet,0x930a54d8af945f6d1bed5aaf63b63fab50a8197f,SelfMintingDerivativeFactory,0.6.12,1,6/01/2021
mainnet,0xd744a64db8c24172cd75408c502860f4996d81db,Indelible,0.8.14,97,1/30/2023
mainnet,0x81631d948778ff1a92eb55bc3432d03ca471e1ab,CentBaseMarketPlaceBETA,0.8.17,10,3/16/2023
mainnet,0xc40999f4ba28adc523f06623815b3f2a33bfd6ba,NafterMarketAuction,0.6.12,5,8/23/2021
mainnet,0xb4e85a5bfcd5f247d4bda1491f57921473ddce2e,ManagedIndexFactory,0.8.13,2,5/24/2022
mainnet,0x579ff66b9ea30572a74057ea701f7f62627e6dd8,Factory,0.8.17,220,3/16/2023
mainnet,0x17af7e1a3737c0197cb4761a1807db01c8903a89,UniV3VaultConfigurableGovernance,0.8.9,3,11/16/2022
mainnet,0xde7fc6dd8f96c02e823278ff58fa3624ff1a97a9,DssSpell,0.6.12,3,11/16/2022
mainnet,0x622826fd951e86b25c36222857a65323742bf302,ERC721AFactory,0.8.17,16,12/23/2022
mainnet,0xe5b126ae9540809488990a9813e1a2732f678047,Controller,0.8.11,77,3/30/2022
mainnet,0xcc0df91b86795f21c3d43dbeb3ede0dfcf8dccaf,RegistryFactory,v0.4.24,2,6/16/2018
mainnet,0x856523801f13fb8ca62e597ac8b738d40d0df38e,Forward,0.8.17,10,11/15/2022
mainnet,0xe28e054d596576841682e8c993e415b3ccb2ebeb,CollabRoyaltiesRegistry,0.8.4,1366,8/23/2021
mainnet,0x6f076e9eb81828fa83d9c3e0aa3e088ad24ee20b,DssSpell,0.6.12,3,5/25/2022
mainnet,0xb7499a92fc36e9053a4324affae59d333635d9c3,LendingPoolAddressesProvider,0.8.10,32,5/24/2022
mainnet,0x15312b97389a1dc3bcaba7ae58ebbd552e606ed2,CrowdfundWithPodiumEditionsFactory,0.8.6,171,8/24/2021
mainnet,0x296e9c87967427c2539838535175e616ece761d4,DssSpell,0.6.11,3,2/06/2021
mainnet,0x61a7ce2ea07908f56e98d71d01211226d5980325,ERC20Token,0.5.16,135,3/18/2023
mainnet,0xa02b6a337f8728f00e1d55734fd44f516090ca71,Indelible,0.8.14,288,11/16/2022
mainnet,0x7d169c89e90480a01c2cdc25fc70b62a22b4f304,CollectionFactory,0.5.16,2,3/18/2023
mainnet,0x7fdb17b902d7ee9ab809e014e08596747a1bf6fa,ERC721Manager,0.8.0,1,3/18/2023
mainnet,0x58b276645e1feb13b99b01bf306690f790665394,Registrant,0.5.16,2,3/18/2023
mainnet,0x44cfbcb1ca0d3df0925dda3354e955d38d78ad6b,LiabilityFactory,v0.4.24,7,6/14/2018
mainnet,0x00e845a5712400b8be463e2f6f5f647559d88aea,AspenERC721DropFactory,0.8.17,2,3/17/2023
mainnet,0x2b26b6a94de871e6d0176b0577f5bc79ea63db3e,AspenERC1155DropFactory,0.8.17,2,3/17/2023
mainnet,0xc45c1419da490880b4cf4e840e14d62827969b3f,DssSpell,0.6.12,4,2/05/2022
mainnet,0xb5b64c2216a134f3731d66acace03c7e221afa2d,L1_NovaExecutionManager,0.7.6,5,8/26/2021
mainnet,0x4545511b3f241295bb37dc16b716efbd1fe08ab7,AspenPaymentSplitterFactory,0.8.17,2,3/17/2023
mainnet,0x9a57f5e9df64b0bab28f829e6163638ed9894c6c,WrappedInFlashLoan,0.8.7,8,8/27/2022
mainnet,0x02a89b6a46e03432f4f1f98bfeea41299f6e57eb,DssSpell,0.6.12,3,4/02/2022
mainnet,0xf929e7f0b51b48c24bb870d0b228199bf93fde55,WyvernRegistry,0.8.11,1,2/05/2022
mainnet,0xd31fc221d2b0e0321c43e9f6824b26ebfff01d7d,Brotchain,0.8.7,928,8/21/2021
mainnet,0x5b0b687c40c3274272535bde7f5d19861fd9e23e,TheCollectorsNFTVaultDiamond,0.8.13,22,7/15/2022
mainnet,0x379746b2bd85bb837d44f5f9299c308f33ed214a,DssSpell,0.6.12,3,6/04/2021
mainnet,0x44ff2af361e4b6a2892523d513df5245fc53b367,yAffiliateFactoryV2,0.8.1,2,2/10/2021
mainnet,0xa5409ec958c83c3f309868babaca7c86dcb077c1,WyvernProxyRegistry,v0.4.23,1737181,6/12/2018
mainnet,0x1fab5413b0ddc1e08025fc589415e699d9e892d1,ERC20RootVaultGovernance,0.8.9,5,2/02/2023
mainnet,0x3c4d1e02abc4faa8d17b63ad897ba893cfdb0b37,OwnableERC4626CropFactory,0.8.15,3,2/02/2023
mainnet,0xcd46fce2daf0f2f5129f74b502667e61b15c89f3,Indelible,0.8.14,1834,11/16/2022
mainnet,0x7fac518583390d8546c69bad5f73a44904be75a1,WyvernProxyRegistry,v0.4.23,2,6/12/2018
mainnet,0xfe3c6c279829f22584221755abe459f7a96ba03a,ERC721BurnableFactory,0.8.13,297,4/02/2022
mainnet,0xee8d11badf74e5bd2f3de8880e945cb128a48197,CentMarketplaceV1,0.8.17,163,3/18/2023
mainnet,0x0825152884fbe61b0feb458af29cc4ab49972369,DssSpell,0.6.11,3,2/13/2021
mainnet,0x5ed8c09f98b2b3ed37d07414bb8c3f065bbb802b,BancorConverterFactory,v0.4.21,3,6/11/2018
mainnet,0xd8455a4e39e7c68155f6fdd3159e5c34366cc67c,VendorRegistry,0.8.6,35,8/29/2021
mainnet,0xf18660e9e7c1b6015c0f491f4b5602fb3a626caa,CollectionFactory,0.8.10,14,11/11/2022
mainnet,0x0660b3d8c7c02f089ede18a1ee76850103dc5485,AllocatedEditionsFactory,0.8.6,3,8/30/2021
mainnet,0x98af8de2b153efdd944ce987f402ac9e9d7dd2c4,RFOXFactoryWhitelist,0.8.17,3,2/02/2023
mainnet,0xf7bd1f8fde9fbdc8436d45594e792e014c5ac966,FacadeWrite,0.8.9,24,10/11/2022
mainnet,0x9cac8ed3297040626d8aa6317f5e29813a6a8fc6,DeployerP1,0.8.9,1,10/11/2022
mainnet,0x3e58801d8f3379bb5090dc742e60614bc94b1bd8,UniftyFarmShopAddon,0.5.17,12,2/15/2021
mainnet,0x69ae71bedbb229f69453d1a048753aac43f36a61,SynthereumPoolOnChainPriceFeedFactory,0.6.12,1,2/16/2021
mainnet,0xceb8c77b38c31c4b2d68e374f1de009466f52159,WAYCFactoryExtendable,0.8.6,268,7/17/2022
mainnet,0xdbc4bd92884b02a006c6664eb953bcc5c65b33d7,ibAMM,0.8.9,1,11/19/2021
mainnet,0x984682770f1eed90c00cd57b06b151ec12e7c51c,SpaceFactory,0.7.5,3,3/21/2022
mainnet,0x8d6fef61a0aee25391081ee02148b83941995554,PaceArtRegistry,0.7.5,34,11/19/2021
mainnet,0x95816fa25d54061086d4f4ad9a48fdbe9068e541,NFTFactory,0.5.17,9,2/17/2021
mainnet,0xdb64e1f7bbb2b8bd35b63633bb1e664cb34ae540,FyToken,0.7.6,10,2/17/2021
mainnet,0xef30cb7f649daec27b48f6eadd40b137db405957,AaveLenderBorrowerCloner,0.6.12,1,8/31/2021
mainnet,0xe19fe7a9aa49585510041ecde274f6926c212c43,TokenFaucetProxyFactory,0.6.12,996,2/17/2021
mainnet,0x3836688e867ca599c79a5cac45054256d53175cf,BancorConverterFactory,v0.4.21,1,6/07/2018
mainnet,0xba6c098e61b77f80098bde6df6f01a3f9a9fe6a5,PlaygroundRegistry,0.7.5,2,11/18/2022
mainnet,0x38488de975b77dc1b0d4b8569f596f6fd6ca0b92,FraxlendPairDeployer,0.8.17,8,11/18/2022
mainnet,0xcdc89bf6efb7eed5ba0ded0fc9f134b939fafbb0,DssSpell,0.6.12,3,11/20/2021
mainnet,0x45341d48d32645d4d5c22f96cb178cf4ecde0a4e,MinterAmm,0.6.12,3,2/18/2021
mainnet,0x65a8817d00aa92ae90e26219652f7a7bc538121a,WyvernProxyRegistry,0.4.26,6,2/08/2022
mainnet,0xddfc7e3b4531158acf4c7a5d2c3cb0ee81d018a5,ExpiringMultiPartyCreator,0.6.12,80,2/18/2021
mainnet,0xe9f67235c1b0ee401e5f5e119fb9dfc9753f10f9,PerpetualCreator,0.6.12,2,2/18/2021
mainnet,0x54e0395cfb4f39bef66dbcd5bd93cca4e9273d56,CrucibleFactory,0.7.6,4944,2/18/2021
mainnet,0x2f5f56c5e44037f74c663dc9ff089031efd5f399,BuilderShop,0.5.6,3,11/05/2021
mainnet,0x99a9b7c1116f9ceeb1652de04d5969cce509b069,GenArt721CoreV3,0.8.17,16289,10/12/2022
mainnet,0x3b2d699110aa1788b2b1cae336e0ba8ff942a390,RareSpaceNFTContractFactory,0.7.3,67,2/09/2022
mainnet,0xfcf08ecb85c0b938186a259b3eaf48f9f671b3c0,DroppableEditionsFactory,0.8.6,3,9/02/2021
mainnet,0xccc4a166ae17b4e28fe27d601370c51b2aecbd4f,Indelible,0.8.17,4014,3/20/2023
mainnet,0x89d2d92eace71977dd0b159062f8ec90ea64fc24,PowerSwitchFactory,0.7.6,1,2/18/2021
mainnet,0xf016fa84d5f3a252409a63b5cb89b555a0d27ccf,RewardPoolFactory,0.7.6,1,2/18/2021
mainnet,0xfcdedc0397603346788b2567fb5e6d9fd2aedf4c,KernelProxy,v0.4.18,0,3/15/2018
mainnet,0x266bfdb2124a68beb6769dc887bd655f78778923,AppProxyUpgradeable,v0.4.18,124,3/15/2018
mainnet,0xe80586ed45f1692727db7bc7b11cc7659874aee9,DAOFactory,v0.4.18,1,3/14/2018
mainnet,0x389a34ff795fa0b63f325486560fc6666a0d81a7,DssSpell,0.6.11,3,2/20/2021
mainnet,0xf81eada23f0dadaae9ddecae669dd3cb1d82ee44,TWFactory,0.8.12,4,11/18/2022
mainnet,0x247709b606a3c39cb525ef9a4cb9bccc25b92038,Indelible,0.8.14,350,11/18/2022
mainnet,0x3845ba5b94358abb3654410278a3fd889e6d64a5,SynthereumPoolOnChainPriceFeedFactory,0.6.12,1,6/08/2021
mainnet,0xca7a0b1f8153ecd3861899d468dc946f22b39114,CronUpkeepFactory,0.8.6,1,3/21/2023
mainnet,0x062138265bc254cd93362ca956237469b9da0d5c,ExpiringMultiPartyCreator,0.6.12,11,2/20/2021
mainnet,0xc714f14870b07a961359f3dfd7417e84bab52e3a,PoolsRegistry,0.7.5,3,12/26/2022
mainnet,0x6c8d2762decf1990bc631a8fee1979eb198ccb50,Indelible,0.8.17,207,3/21/2023
mainnet,0xdfdbfab5ecbeaa5356f94d044e7e9347d0c766b9,BondSwapFactory,0.8.17,12,3/21/2023
mainnet,0x37723287ae6f34866d82ee623401f92ec9013154,Registrar,0.7.6,1280,2/16/2021
mainnet,0x30afdbcde5ae73e7a9acc8b5d194781c217f2504,IPRegistrarController,0.8.17,22781,11/18/2022
mainnet,0x838777a418ffbb9a0399fa1e5e7a3618933f54c6,DssSpell,0.6.12,3,9/04/2021
mainnet,0x2ac9f1c14eec4b7955978f1e808b28de337f8d20,DssSpell,0.8.16,3,2/04/2023
mainnet,0xb92c59031b5f5675f7aefff43f909e93df3d3e55,ERC20TokenExtensionFactory,0.8.0,26,6/09/2021
mainnet,0xf87ba5851b45bdb2971dcf3a2125dea6795e1436,BankFactory,0.8.0,37,6/09/2021
mainnet,0x9c774856e2b4df3ad9d27228b62a64d9e5b800af,NFTCollectionFactory,0.8.0,6,6/09/2021
mainnet,0xf44e53e7474588494b3bec75898278050d99a8ce,DaoFactory,0.8.0,142,6/09/2021
mainnet,0xb61c7ab643bb604cb0e46aa4c3a9c39cdbb73ef6,AllPairVault,0.8.3,8,4/06/2022
mainnet,0x394918c50e0df1b20b41ce06b30fc42c520cc313,PassagePresetFactory,0.8.13,12,12/16/2022
mainnet,0x6ef0f6be2556cfaff90bf0d572d7e38a13d715ad,EditionsFactory,0.8.10,69,2/12/2022
mainnet,0x8f25ef87e0f1ae9485ced01539f2f2e32785a181,GaugesDistributor,0.8.2,15,9/03/2021
mainnet,0xc9891261f3c5ea289e4688b34ab19b26ecfaa966,MakerDaiDelegateCloner,0.6.12,2,9/05/2021
mainnet,0xde7c02ad2b925587bd16724810f994a2948c4a38,DesignatedVotingFactory,0.6.12,69,2/25/2021
mainnet,0xedd8b1a266c2245c1f9a47feb3a553ffdce2142f,MintForFree,0.8.10,4,7/20/2022
mainnet,0xcd8237f2b332e482daeaa609d9664b739e93097d,HStrategy,0.8.9,5,9/01/2022
mainnet,0x106b5303158da6563fa6b2bc8c42ed4363da1e0c,TreasureLandRegistry,0.4.26,217,6/10/2021
mainnet,0x89f3f9c8d7ad4160e4c8ecb26cf77c5c8746e834,GenesisPass,0.8.12,136,5/31/2022
mainnet,0xbf698df5591caf546a7e087f5806e216afed666a,Registry,0.5.16,125,2/27/2021
mainnet,0x9db10b9429989cc13408d7368644d4a1cb704ea3,BComptroller,0.5.16,356,2/27/2021
mainnet,0x969b3701a17391f2906d8c5e5d816abcd9d0f199,DssSpell,0.6.11,3,2/27/2021
mainnet,0x3b2ef504d6356d31c3ba1447eb74d02c381ad1c6,Indelible,0.8.14,60,11/21/2022
mainnet,0x0959158b6040d32d04c301a72cbfd6b39e21c9ae,Vyper_contract,vyper:0.2.8,117,2/28/2021
mainnet,0x08a8eea76d2395807ce7d1fc942382515469cca1,CronUpkeepFactory,0.8.6,18,3/23/2023
mainnet,0xd966d712f470067b60d37246404d6dfe5bf0b419,BatchRelayerLibrary,0.7.1,1,7/21/2022
mainnet,0xeff6840401d2f1104b70953adc300c4f39c7eb40,DssSpell,0.6.12,3,11/26/2021
mainnet,0xf7cb7d42f337085522cc334660474e0d78f89391,MintGatewayProxyBeacon,0.8.7,3,11/26/2021
mainnet,0x08fb8473ba58fe7964085ff04897452f7453912c,LockGatewayProxyBeacon,0.8.7,3,11/26/2021
mainnet,0x020d235c57072edd9db3674c5024640b02f3ceeb,Indelible,0.8.17,38,2/04/2023
mainnet,0xbd39116da80bf840d9702834e3f306bdca5f0dd4,TokenNetworkRegistry,0.8.7,2,9/07/2021
mainnet,0x1db8b702416d3174dc2f5b12287383ab693f894f,DssSpell,0.6.12,3,6/12/2021
mainnet,0x088d6b3f68bc4f93f90006a1356a21145edd96e2,DssSpell,0.6.11,3,3/02/2021
mainnet,0x9e629751b3fe0b030c219e567156adcb70ad5541,SpaceFactory,0.7.5,28,11/21/2022
mainnet,0xb440b53f842b515b17b7113d0a12ef21a5141ff9,IndelibleFactory,0.8.17,6,5/24/2023
mainnet,0x23ed2d46c47c5f99684346374f3ed5ac29561737,DssSpell,0.6.12,3,4/08/2022
mainnet,0x43e5234a4aa7effbfffc88be2afc53b97caca736,Factory,0.8.16,3,5/24/2023
mainnet,0x324ba493795b3347095d6edaecfdf5462df3dd57,LastDragonsGen1,0.8.13,871,4/08/2022
mainnet,0x692f55051dc060d94227467ee4fbde72d370728c,YieldSourcePrizePoolProxyFactory,0.6.12,1,3/04/2021
mainnet,0x3fab224830c182972239f6a599a5a5bd64e43d6d,UnsafeTokenListenerDelegatorProxyFactory,0.6.12,1,3/04/2021
mainnet,0xe4e9cdb3e139d7e8a41172c20b6ed17b6750f117,TokenFaucetProxyFactory,0.6.12,5221,3/04/2021
mainnet,0x5ae75894efcc1f8340b58d0efb3d59bf366b6a4e,StakePrizePoolProxyFactory,0.6.12,1,3/04/2021
mainnet,0x6c7330466ae67d1eda70bf3ad50a75e8a269e51f,SingleRandomWinnerProxyFactory,0.6.12,1,3/04/2021
mainnet,0xf273efaed59fed4f41cb9e693eefd9b1191f1522,MultipleWinnersProxyFactory,0.6.12,1,3/04/2021
mainnet,0x454f5acbbe96162c0b56c74a37acf79c65d883ac,CompoundPrizePoolProxyFactory,0.6.12,1,3/04/2021
mainnet,0x639145ee45fe1e70bba61b4b67288d5e42a1a79b,DssSpell,0.5.12,1,3/04/2021
mainnet,0x993defd0337d8bae7be3d25597be738a27b5d9d2,DssSpell,0.5.12,1,3/04/2021
mainnet,0x454ba3b18b71e1d4903c2e3052d554856b30ebe4,DssSpell,0.5.12,1,3/04/2021
mainnet,0x0a352a23060cc58b05c4eeba9f6e85dbd37d7d91,DssSpell,0.5.12,1,3/04/2021
mainnet,0xe6743e49106c674e997caf8a61885bd77bf40f08,RoyaltyPayeeFactory,0.8.4,1,9/02/2022
mainnet,0x76204612cd7f36963d941ffc4c700af2c103fba1,MultipleWinnersProxyFactory,0.6.12,1,3/04/2021
mainnet,0xec0797c9a410c71af3b87443de8cd81bfc7e0a36,BarnPrizePoolProxyFactory,0.6.12,1,3/04/2021
mainnet,0x946e709a144dcdd9251a90173eff4c8c623e7a76,UnsafeTokenListenerDelegatorProxyFactory,0.6.12,1,3/04/2021
mainnet,0x77f7d3b77b944168149dfbc2be26292b56664743,TicketProxyFactory,0.6.12,1,3/04/2021
mainnet,0xf4e1492069953935fa792cfefe6e2213449e1bf4,ControlledTokenProxyFactory,0.6.12,1,3/04/2021
mainnet,0x4109b5bcb0d9b33299cd0ba975e6d1a3ac7b63fb,CRFTDRegistry,0.8.17,31,2/05/2023
mainnet,0x4df63ae8143014a8dff2c5e3e76b81379bdc0380,ArtistCreator,0.8.7,3,11/29/2021
mainnet,0xa9376f59aff8a8a7673688a588724e1b05136198,EIP2981MultiReceiverRoyaltyOverrideCloneable,0.8.17,1,12/27/2022
mainnet,0x734513f61a65b3745fc7bb574adfe18379355a1c,EIP2981RoyaltyOverrideFactory,0.8.17,6865,12/27/2022
mainnet,0x3b0f35bdd6da9e3b8513c58af8fdf231f60232e5,AutoRollerFactory,0.8.15,8,11/22/2022
mainnet,0x7de6581ed7d3113000bfa930a6815cbcf0945019,GlitchyBitches,0.8.9,389,11/28/2021
mainnet,0x0fd5cece155619efc5e20432e7d8296fb19667d4,Create2Ownable,0.8.17,2,11/22/2022
mainnet,0x8332fbf5494aac0f1de51f4f16110f6a82719330,DssSpell,0.6.11,3,3/06/2021
mainnet,0x3f842726188fcd932d43bca291be28138228e6d9,SnapshotRepERC20Guild,0.8.17,25,12/30/2022
mainnet,0xb70254f2c2c342fb3b168cda1e43db1e43ab8de1,DssSpell,0.8.16,3,5/25/2023
mainnet,0x85e6cae882e521bda19fd86a242be29d7bac4e85,CrowdfundWithEditionsFactory,0.8.6,138,9/11/2021
mainnet,0xca69d7ae5f6a5a3fdbb66b2c6caa1a2928c7cd2f,CrowdfundFactory,0.8.6,319,9/11/2021
mainnet,0x48f597049da8b3c5db0227270163f188eedd5bce,AlbumFactory,0.8.11,15,2/16/2022
mainnet,0xf84d140bed746a9e6d688150207053e51ad77fda,LendingPoolAddressesProvider,0.6.12,11,3/08/2021
mainnet,0x274822d4237dc4c8c9cc874a0d05ccaa3a43f314,LightCard,0.8.9,3,7/24/2022
mainnet,0xe21b7421270ec6d02cf824e073aa0ed02c78eb7c,AugustusSwapper,0.7.5,1,6/15/2021
mainnet,0xa8c39434c0d5e0fc4fcf8d243eed45219fd21137,MultiTokenDeployer,v0.4.24,1,6/26/2018
mainnet,0xbc99e092aac6f163017338cb47ef8a117ae9a3e2,BarnPrizePoolProxyFactory,0.6.12,1,3/08/2021
mainnet,0xacc030ef66f9dfeae9cbb0cd1b25654b82cfa8d5,LendingPoolAddressesProvider,0.6.12,16,3/08/2021
mainnet,0x3c11cb1eeab17c15570c59913a5dbf8dcc5b4b71,Project,0.8.9,75,4/11/2022
mainnet,0x9209070e1447018638e15b73dbee46bf085fcf5f,GenArt721CoreV3_Engine,0.8.19,27,5/27/2023
mainnet,0xe6713af11adb0cfd3c60e15b23e43f5548c32942,CandidateFactory,0.7.6,1,3/10/2021
mainnet,0x9264416b621054e16fab8d6423b5a1e354d19fec,PrimitiveRouter,0.6.2,100,3/10/2021
mainnet,0x9186503af1d7d3317b4c2c44a815be984838c296,BFactory,0.7.4,14,5/14/2021
mainnet,0x1f54a809480e5e6349f09aacad14ec94c92eecd9,ServiceRegistry,0.8.10,5,12/01/2021
mainnet,0x244076b99fb84363d4e7d7b4779bffb7eb4e982d,TokenNetworkRegistry,0.8.10,3,12/01/2021
mainnet,0xe73afc806411859d49977dbade5c9328cd565bcb,Factory,0.8.4,1,6/17/2021
mainnet,0x24f3cba5f2518018966accb3a7766412c73d3eb7,ActionSpellMainnet,0.6.7,3,3/11/2021
mainnet,0xd537fa993cc018d87324d0ab703ef6f18b1c9071,ArtistCreator,0.8.7,2,12/02/2021
mainnet,0x4145774d007c88392118f32e2c31686facc9486e,DssSpell,0.6.11,3,3/13/2021
mainnet,0x83e976758b7ab1bb676a4fea073fa0e2a807642b,AllowedRecipientsFactory,0.8.6,1,11/23/2022
mainnet,0xebd9ddb341386696fc68f0aca9c12e012c359cc1,GenericAave,0.6.12,2,3/12/2021
mainnet,0xc39b2308be6b708457ee82ad35252c0c3c8f0d3b,TheCollectorsNFTVaultDiamond,0.8.13,181,7/26/2022
mainnet,0x247d082cd7649098d377ff8812d84aa354b55c14,XTokenFactory,0.7.4,10,12/02/2021
mainnet,0xf600c8faf89504850e26bcb8c03d04fa5b00ac8f,MarriageRegistry,v0.4.24,9,7/01/2018
mainnet,0xf1f401c42d933434aa0b4ec21aa3f7ceb9eab3e8,ShelfFab,0.7.6,0,11/25/2022
mainnet,0x0145a3d049da5a05930ab6b2f60380508c15bfe8,PoolValueNAVFeedFab,0.7.6,0,11/25/2022
mainnet,0xd547faea51355ff716ab5f6a1152af024db619a1,LegitArtRegistry,0.8.4,10,4/12/2022
mainnet,0xa4306692b00795f97010ec7237980141d08c6d56,WyvernProxyRegistry,v0.4.18,139,2/18/2018
mainnet,0xb603f635cb4623f297376536c129024392ddd40c,ERC721Registry,0.8.4,5,2/07/2023
mainnet,0xce450678a89c2a142a0c221dd86a3a8a5448c891,Indelible,0.8.14,90,12/30/2022
mainnet,0xe2801431f4bdd45b6250513478397e8642f6c32d,PiArtFactory,0.6.12,6,2/19/2022
mainnet,0x41b953164995c11c81da73d212ed8af25741b7ac,BatchRelayerLibrary,0.7.1,1,12/03/2021
mainnet,0x91cdb2e8c1f335501d24abdfd89538b0f1fede71,BuilderShop,0.8.4,11,6/18/2021
mainnet,0x7666e0820d3914024ae23922287ab06ce6869400,StrategyFactory,0.6.12,1,6/04/2022
mainnet,0x2f39d218133afab8f2b819b1066c7e434ad94e9e,PoolAddressesProvider,0.8.10,10,12/29/2022
mainnet,0x91e56246f21286c5395800c8681f080c5a63528e,WPodPutBuilder,0.6.12,1,9/14/2021
mainnet,0xb6900522dc23f3cdaea61bf0ca17a672b8dbe312,PaymentRegistry,0.6.12,184,3/17/2021
mainnet,0x6b2cb32ca785f4722cfd50335823b754d58d4823,DAOFactory,0.4.24,1,1/05/2023
mainnet,0xedf85f0c164d3a02252b6b3df98fd1d15681fcfc,EVMScriptRegistryFactory,0.4.24,1,1/05/2023
mainnet,0x989f181da0f7342d2a73aa4e8168cae9bc76c24a,ENSFactory,0.4.24,2,1/05/2023
mainnet,0xd498e7dee467d1eb6ed3933e579c427e168b6e6c,DssSpell,0.6.12,3,6/19/2021
mainnet,0x8ede4d966c4a03af6e32aac230fda5b85a1502f2,AlbumFactory,0.8.11,1,9/06/2022
mainnet,0x270aac03fdee71f4a589890e51f070ee719b9fe5,MultiTokenDeployer,v0.4.24,1,6/28/2018
mainnet,0x59fc8abb956cd4b76f81efeced8ccdf902ff8c6a,MultiTokenDeployer,v0.4.24,1,6/28/2018
mainnet,0x2d75ff9fdca31a91f666187dd574f8ea8639a871,DAOFactory,0.4.24,3,7/27/2022
mainnet,0xd44d19d0d1ab4245bb747be73a0b131daa8351fd,EVMScriptRegistryFactory,0.4.24,1,7/27/2022
mainnet,0x66a89d49a6da8338eff273778ef90f8f233dfe83,PowerSwitchFactory,0.8.13,1,10/18/2022
mainnet,0x2e1f3e424c37aeebeece674e5f198367134c2f92,RustyHogsFactory,0.8.10,101,12/04/2021
mainnet,0x4a8fa50b10ac2221d5767ab3f05ff7011a46d500,YieldSourcePrizePoolProxyFactory,0.6.12,1,3/19/2021
mainnet,0x41874749e532a3584b4e04458335397cdf8ccd44,TokenFactory,0.8.15,1,7/27/2022
mainnet,0xa38cc56c9291b9c1f52f862dd92326d352e710b8,TitleEscrowFactory,0.8.9,1,11/25/2022
